KP_lab_id	KP_NCBI_id	blastn_length	KP_lab_length	KP_NCBI_length	covrage(%)
CPB0227	KY450753.1	38338	40586	40578	94.47045488147454
CPB0227	NC_047980.1	38338	40586	40578	94.47045488147454
CPB0509	MW042790.1	37781	39842	40148	94.46430803850483
CPB0509	MW042793.1	37781	39842	40148	94.46430803850483
CPB0509	MW042794.1	37781	39842	40148	94.46430803850483
CPB0509	MW042799.1	37781	39842	40148	94.46430803850483
CPB0509	MW042801.1	37781	39842	40148	94.46430803850483
CPB0509	MW042811.1	37781	39842	40148	94.46430803850483
CPB0482	MW042790.1	37781	39843	40148	94.46312710179895
CPB0482	MW042793.1	37781	39843	40148	94.46312710179895
CPB0482	MW042794.1	37781	39843	40148	94.46312710179895
CPB0482	MW042799.1	37781	39843	40148	94.46312710179895
CPB0482	MW042801.1	37781	39843	40148	94.46312710179895
CPB0482	MW042811.1	37781	39843	40148	94.46312710179895
CPB0483	MW042790.1	37781	39843	40148	94.46312710179895
CPB0483	MW042793.1	37781	39843	40148	94.46312710179895
CPB0483	MW042794.1	37781	39843	40148	94.46312710179895
CPB0483	MW042799.1	37781	39843	40148	94.46312710179895
CPB0483	MW042801.1	37781	39843	40148	94.46312710179895
CPB0483	MW042811.1	37781	39843	40148	94.46312710179895
CPB0509	MW042797.1	37780	39842	40148	94.46180772596574
CPB0509	MW042812.1	37780	39842	40148	94.46180772596574
CPB0482	MW042797.1	37780	39843	40148	94.46062682051732
CPB0482	MW042812.1	37780	39843	40148	94.46062682051732
CPB0483	MW042797.1	37780	39843	40148	94.46062682051732
CPB0483	MW042812.1	37780	39843	40148	94.46062682051732
CPB0651	MF285615.1	37737	39869	40048	94.44048200007508
CPB0651	NC_047842.1	37737	39869	40048	94.44048200007508
CPB0509	MN176574.1	37872	39842	40361	94.44035759260876
CPB0482	MN176574.1	37872	39843	40361	94.43918009076853
CPB0232	OM971649.1	168314	176182	180310	94.42792545134253
CPB0248	OK631811.1	156610	167799	163912	94.42556924551793
CPB0483	MN176574.1	37866	39843	40361	94.42421824347913
CPB0175	AB716666.1	41387	43802	43871	94.41219075428012
CPB0175	NC_025418.1	41387	43802	43871	94.41219075428012
CPB0238	OM687892.1	46066	49085	48519	94.3936723904758
CPB0244	MT425185.1	38873	40590	41816	94.34507196077956
CPB0165	KU183006.1	39023	41424	41310	94.3336475934924
CPB0165	NC_047761.1	39023	41424	41310	94.3336475934924
CPB0509	MW042804.1	37511	39842	39738	94.272430258859
CPB0482	MW042804.1	37511	39843	39738	94.27124564908709
CPB0483	MW042804.1	37511	39843	39738	94.27124564908709
CPB0504	KY000080.1	157585	167296	167034	94.26913528549636
CPB0504	NC_055715.1	157585	167296	167034	94.26913528549636
CPB0266	MK903728.1	38868	41076	41420	94.2300232738557
CPB0256	MH844531.1	46599	49504	49427	94.20505200594353
CPB0256	NC_048162.1	46599	49504	49427	94.20505200594353
CPB0180	OM971649.1	168255	177013	180310	94.17529797969904
CPB0834	OM971649.1	167278	175078	180310	94.13823764448996
CPB0509	MW042805.1	37461	39842	39770	94.108928302266
CPB0483	MW042805.1	37461	39843	39770	94.10774622235061
CPB0482	MW042805.1	37460	39843	39770	94.10523406981271
CPB0169	MZ634349.1	154293	157213	170712	94.10261492719371
CPB0881	MN434092.1	159466	169661	169353	94.0763508291693
CPB0426	MW672037.1	45990	47738	50040	94.07024074945284
CPB0233	MZ571832.1	37880	40196	40344	94.06506083933449
CPB0509	MW042803.1	37794	39842	40518	94.06172224987556
CPB0482	MW042803.1	37794	39843	40518	94.06055176018218
CPB0483	MW042803.1	37794	39843	40518	94.06055176018218
CPB0176	MW672037.1	46781	49443	50040	94.04822934571736
CPB0167	MW672037.1	46780	49443	50040	94.04621895198174
CPB0509	MW042798.1	37782	39842	40510	94.04121863799283
CPB0482	MW042796.1	37782	39843	40510	94.04004828693391
CPB0482	MW042798.1	37782	39843	40510	94.04004828693391
CPB0483	MW042798.1	37782	39843	40510	94.04004828693391
CPB0509	MW042789.1	37782	39842	40511	94.04004828693391
CPB0483	MW042789.1	37782	39843	40511	94.03887796500486
CPB0509	MW042796.1	37781	39842	40510	94.03872958980486
CPB0483	MW042796.1	37781	39843	40510	94.03755926972235
CPB0230	MW042792.1	38350	40899	40675	94.02505700345698
CPB0274	MW042792.1	38350	40899	40675	94.02505700345698
CPB0482	MW042789.1	37774	39843	40511	94.0189660751176
CPB0155	KU183006.1	38872	41387	41310	94.01066544130984
CPB0155	NC_047761.1	38872	41387	41310	94.01066544130984
CPB0198	MT813141.1	38035	40710	40222	93.99248752038748
CPB0230	MW042805.1	37910	40899	39770	93.98901684662015
CPB0274	MW042805.1	37910	40899	39770	93.98901684662015
CPB0504	OM337876.1	157095	167296	167040	93.97432522970904
CPB0871	MH172264.1	38360	41350	40337	93.9194731107765
CPB0871	NC_047971.1	38360	41350	40337	93.9194731107765
CPB0165	MK795385.1	38580	41424	40746	93.90288426433004
CPB0198	KY450753.1	38160	40710	40578	93.88839681133747
CPB0198	NC_047980.1	38160	40710	40578	93.88839681133747
CPB0248	OM337876.1	157161	167799	167040	93.87257756712928
CPB0176	MH844531.1	46398	49443	49427	93.85657934661677
CPB0176	NC_048162.1	46398	49443	49427	93.85657934661677
CPB0229	MT542697.1	38137	40416	40877	93.82603668212515
CPB0164	MK521905.1	37070	39509	39519	93.814850432758
CPB0162	OM687892.1	45605	48729	48519	93.79113195129976
CPB0176	MT894005.1	46794	49443	50346	93.78588822415296
CPB0300	MZ612130.1	166430	176394	178532	93.78292939936776
CPB0167	MT894005.1	46792	49443	50346	93.78187976630691
CPB0254	OM337876.1	156855	167475	167040	93.7805479574907
CPB0230	KY450753.1	38196	40899	40578	93.75897492543908
CPB0230	NC_047980.1	38196	40899	40578	93.75897492543908
CPB0274	KY450753.1	38196	40899	40578	93.75897492543908
CPB0274	NC_047980.1	38196	40899	40578	93.75897492543908
CPB0423	MT708547.1	323079	342485	346937	93.72459828668073
CPB0244	MK380016.1	38284	40590	41109	93.71962937122854
CPB0167	MH844531.1	46328	49443	49427	93.71497926570244
CPB0167	NC_048162.1	46328	49443	49427	93.71497926570244
CPB0239	KX211991.1	40216	43626	42201	93.71409929276335
CPB0239	NC_031025.1	40216	43626	42201	93.71409929276335
CPB0297	MN013076.1	48910	51532	52866	93.69911300982777
CPB0297	MW021765.1	48910	51532	52866	93.69911300982777
CPB0297	NC_049834.1	48910	51532	52866	93.69911300982777
CPB0244	MN434093.1	38089	40590	40713	93.69641956631366
CPB0249	OM194190.1	37706	40266	40222	93.69346983401252
CPB0300	HQ918180.1	164322	176394	174413	93.68228114034213
CPB0300	NC_020080.1	164322	176394	174413	93.68228114034213
CPB0227	MW042807.1	37789	40586	40090	93.68089642520701
CPB0256	MW655991.1	46253	49504	49276	93.64851184450293
CPB0256	NC_055956.1	46253	49504	49276	93.64851184450293
CPB0229	KY450753.1	37924	40416	40578	93.64644294639109
CPB0229	NC_047980.1	37924	40416	40578	93.64644294639109
CPB0239	KU666550.1	40683	43626	43267	93.63930351121495
CPB0239	NC_031246.1	40683	43626	43267	93.63930351121495
CPB0509	MH172263.1	37612	39842	40540	93.58314050409295
CPB0509	NC_047970.1	37612	39842	40540	93.58314050409295
CPB0483	MH172263.1	37612	39843	40540	93.58197628851872
CPB0483	NC_047970.1	37612	39843	40540	93.58197628851872
CPB0155	MK795385.1	38429	41387	40746	93.57749016838542
CPB0229	MW042810.1	37824	40416	40428	93.57280688733857
CPB0236	MW042807.1	37735	40588	40090	93.54470859466025
CPB0219	MW042807.1	37735	40589	40090	93.5435491267864
CPB0226	MW042807.1	37735	40589	40090	93.5435491267864
CPB0228	MW042807.1	37735	40589	40090	93.5435491267864
CPB0201	MW042807.1	37732	40589	40090	93.53611224730103
CPB0225	MW042807.1	37732	40589	40090	93.53611224730103
CPB0249	OM194189.1	37716	40266	40386	93.52774884689778
CPB0509	MW042792.1	37639	39842	40675	93.49329955164748
CPB0482	MW042792.1	37639	39843	40675	93.49213840383517
CPB0483	MW042792.1	37639	39843	40675	93.49213840383517
CPB0504	MH729874.1	154167	167296	162630	93.45550214290476
CPB0504	NC_055768.1	154167	167296	162630	93.45550214290476
CPB0266	OL409034.1	38327	41076	40946	93.45541440101435
CPB0414	AB716666.1	40856	43566	43871	93.45242860573899
CPB0414	NC_025418.1	40856	43566	43871	93.45242860573899
CPB0482	MH172263.1	37545	39843	40540	93.41527437393479
CPB0482	NC_047970.1	37545	39843	40540	93.41527437393479
CPB0504	KX258185.1	156687	167296	168272	93.38613932198541
CPB0504	NC_031087.1	156687	167296	168272	93.38613932198541
CPB0223	KU183006.1	38609	41387	41310	93.37460851058684
CPB0223	NC_047761.1	38609	41387	41310	93.37460851058684
CPB0192	KY389315.1	37471	39172	41116	93.34147070546034
CPB0192	NC_047798.1	37471	39172	41116	93.34147070546034
CPB0414	KU666550.1	40525	43566	43267	93.34008959727292
CPB0414	NC_031246.1	40525	43566	43267	93.34008959727292
CPB0167	MZ221764.1	46016	49443	49159	93.33684915113284
CPB0176	MZ221764.1	46016	49443	49159	93.33684915113284
CPB0229	MW042790.1	37587	40416	40148	93.30966684871655
CPB0229	MW042799.1	37587	40416	40148	93.30966684871655
CPB0229	MW042801.1	37587	40416	40148	93.30966684871655
CPB0229	MW042811.1	37587	40416	40148	93.30966684871655
CPB0229	MW042812.1	37587	40416	40148	93.30966684871655
CPB0229	MW042793.1	37586	40416	40148	93.30718435033017
CPB0229	MW042794.1	37579	40416	40148	93.28980686162554
CPB0229	MW042804.1	37387	40416	39738	93.28792075255133
CPB0229	MW042795.1	37705	40416	40431	93.27495145150718
CPB0169	MZ571829.1	152575	157213	169970	93.26584816448288
CPB0229	MW042792.1	37810	40416	40675	93.25325868468757
CPB0248	KX258185.1	156687	167799	168272	93.2463675830405
CPB0248	NC_031087.1	156687	167799	168272	93.2463675830405
CPB0481	OM971649.1	166688	177272	180310	93.23064360062867
CPB0193	OM971649.1	166727	177471	180310	93.20058918724024
CPB0181	OM971649.1	166725	177471	180310	93.19947118488685
CPB0169	MZ634347.1	152757	157213	170609	93.1950875780149
CPB0169	MN781108.1	152093	157213	169275	93.16912107029968
CPB0229	MW042797.1	37524	40416	40148	93.15326945037485
CPB0423	AB897757.1	320909	342485	346602	93.14034367213428
CPB0423	NC_027399.1	320909	342485	346602	93.14034367213428
CPB0266	MW042787.1	38162	41076	40872	93.13711133889784
CPB0266	MW042788.1	38162	41076	40872	93.13711133889784
CPB0248	CP062992.1	156807	167799	168979	93.12187850750347
CPB0230	MN149903.1	38174	40899	41092	93.11753729067824
CPB0274	MN149903.1	38172	40899	41092	93.11265870644338
CPB0163	OL865411.1	46528	50476	49473	93.10348277621587
CPB0230	MH172263.1	37909	40899	40540	93.09790149682584
CPB0230	NC_047970.1	37909	40899	40540	93.09790149682584
CPB0274	MH172263.1	37908	40899	40540	93.09544567099302
CPB0274	NC_047970.1	37908	40899	40540	93.09544567099302
CPB0169	MG746602.1	152659	157213	170764	93.09128384002537
CPB0169	NC_048694.1	152659	157213	170764	93.09128384002537
CPB0198	MW042807.1	37606	40710	40090	93.08415841584159
CPB0230	KT367885.1	37699	40899	40114	93.06901361509881
CPB0230	MN585130.1	37699	40899	40114	93.06901361509881
CPB0230	NC_028688.1	37699	40899	40114	93.06901361509881
CPB0274	KT367885.1	37699	40899	40114	93.06901361509881
CPB0274	MN585130.1	37699	40899	40114	93.06901361509881
CPB0274	NC_028688.1	37699	40899	40114	93.06901361509881
CPB0227	MN176574.1	37664	40586	40361	93.05842094209792
CPB0159	OK138555.1	45764	49525	48841	93.04841103633369
CPB0509	MT542697.1	37551	39842	40877	93.04129139360002
CPB0482	MT542697.1	37551	39843	40877	93.04013875123886
CPB0483	MT542697.1	37551	39843	40877	93.04013875123886
CPB0509	MW042791.1	37328	39842	40421	93.01421576567036
CPB0482	MW042791.1	37328	39843	40421	93.01305691218977
CPB0483	MW042791.1	37328	39843	40421	93.01305691218977
CPB0169	MN434092.1	151822	157213	169353	92.9808981951581
CPB0206	MH633487.1	45470	48419	49391	92.9761783048768
CPB0206	NC_048044.1	45470	48419	49391	92.9761783048768
CPB0281	MH633487.1	45470	48419	49391	92.9761783048768
CPB0281	NC_048044.1	45470	48419	49391	92.9761783048768
CPB0283	MH633487.1	45470	48419	49391	92.9761783048768
CPB0283	NC_048044.1	45470	48419	49391	92.9761783048768
CPB0284	MH633487.1	45470	48419	49391	92.9761783048768
CPB0284	NC_048044.1	45470	48419	49391	92.9761783048768
CPB0509	MN149903.1	37616	39842	41092	92.95475325573925
CPB0482	MN149903.1	37616	39843	41092	92.95360474454809
CPB0483	MN149903.1	37616	39843	41092	92.95360474454809
CPB0169	MN395284.1	152936	157213	171860	92.94958869308634
CPB0239	AB716666.1	40664	43626	43871	92.94947255334468
CPB0239	NC_025418.1	40664	43626	43871	92.94947255334468
CPB0229	MH172263.1	37623	40416	40540	92.94678590839467
CPB0229	NC_047970.1	37623	40416	40540	92.94678590839467
CPB0477	AB897757.1	322421	347209	346602	92.94202599843473
CPB0477	NC_027399.1	322421	347209	346602	92.94202599843473
CPB0249	OM194188.1	37625	40266	40699	92.94139442969184
CPB0223	MK795385.1	38166	41387	40746	92.93706549133722
CPB0201	MN176574.1	37615	40589	40361	92.93390982087708
CPB0219	MN176574.1	37615	40589	40361	92.93390982087708
CPB0228	MN176574.1	37615	40589	40361	92.93390982087708
CPB0225	MN176574.1	37612	40589	40361	92.92649783817171
CPB0229	MW042809.1	37560	40416	40427	92.92084657917198
CPB0504	CP062992.1	156215	167296	168979	92.90907739201546
CPB0226	MN176574.1	37604	40589	40361	92.90673255095739
CPB0229	MW042805.1	37245	40416	39770	92.89651560122715
CPB0236	MN176574.1	37599	40588	40361	92.89552681317866
CPB0229	MW042803.1	37591	40416	40518	92.89297452245039
CPB0266	MK795385.1	37998	41076	40746	92.8796656156046
CPB0471	OM971649.1	165309	175659	180310	92.87831243731898
CPB0469	AB897757.1	322165	347159	346602	92.87492378499223
CPB0469	NC_027399.1	322165	347159	346602	92.87492378499223
CPB0164	MH172262.1	37458	39509	41161	92.86723689103756
CPB0164	NC_047969.1	37458	39509	41161	92.86723689103756
CPB0244	MK380015.1	38068	40590	41397	92.86350275043604
CPB0187	MT425185.1	38049	40145	41816	92.84659777211112
CPB0465	MZ602146.1	40070	43643	42674	92.84381987325787
CPB0229	MW042796.1	37562	40416	40510	92.83048711168227
CPB0229	MW042798.1	37561	40416	40510	92.82801571806341
CPB0301	OM971649.1	166388	178197	180310	92.82273428412834
CPB0230	MW042804.1	37423	40899	39738	92.8184332254424
CPB0274	MW042804.1	37422	40899	39738	92.81595297444102
CPB0888	MF285615.1	37439	40692	40048	92.73965816200148
CPB0888	NC_047842.1	37439	40692	40048	92.73965816200148
CPB0274	MT966872.1	37183	40899	39345	92.67484173271522
CPB0227	MW042804.1	37220	40586	39738	92.67466759623525
CPB0229	MW042789.1	37490	40416	40511	92.65140188070731
CPB0833	ON146449.1	40406	43579	43644	92.64987445971819
CPB0651	MK618658.1	37265	39869	40599	92.6206690858478
CPB0651	NC_048175.1	37265	39869	40599	92.6206690858478
CPB0230	MT966872.1	37161	40899	39345	92.62000897263347
CPB0177	OK138555.1	45254	48921	48841	92.57993903561712
CPB0169	MN044033.1	150770	157213	168532	92.56934104898002
CPB0169	NC_048798.1	150770	157213	168532	92.56934104898002
CPB0187	MK380016.1	37605	40145	41109	92.56159696753392
CPB0187	MK380015.1	37737	40145	41397	92.55843614333718
CPB0233	MH172264.1	37269	40196	40337	92.5558466715508
CPB0233	NC_047971.1	37269	40196	40337	92.5558466715508
CPB0201	MW042804.1	37170	40589	39738	92.54671530120632
CPB0219	MW042804.1	37170	40589	39738	92.54671530120632
CPB0228	MW042804.1	37170	40589	39738	92.54671530120632
CPB0278	MT708547.1	323235	351647	346937	92.54005244895389
CPB0225	MW042804.1	37167	40589	39738	92.539245832659
CPB0226	MW042804.1	37159	40589	39738	92.51932724986617
CPB0229	MK134560.1	37444	40416	40539	92.50571305046013
CPB0229	NC_048114.1	37444	40416	40539	92.50571305046013
CPB0236	MW042804.1	37153	40588	39738	92.50553992480641
CPB0187	MK521905.1	36845	40145	39519	92.5010042177144
CPB0670	MG428990.1	145520	157355	157281	92.50054030689432
CPB0670	NC_047901.1	145520	157355	157281	92.50054030689432
CPB0254	KX258185.1	155174	167475	168272	92.43507760307612
CPB0254	NC_031087.1	155174	167475	168272	92.43507760307612
CPB0221	OM971649.1	166598	180165	180310	92.43248491573618
CPB0165	OL409034.1	38067	41424	40946	92.42928250576666
CPB0206	MH633486.1	45165	48419	49310	92.42906404444945
CPB0281	MH633486.1	45165	48419	49310	92.42906404444945
CPB0283	MH633486.1	45165	48419	49310	92.42906404444945
CPB0284	MH633486.1	45165	48419	49310	92.42906404444945
CPB0283	MH633484.1	45170	48419	49344	92.4071478984892
CPB0283	NC_048042.1	45170	48419	49344	92.4071478984892
CPB0187	MN434093.1	37358	40145	40713	92.40396744910832
CPB0281	MH633484.1	45168	48419	49344	92.40305637101972
CPB0281	NC_048042.1	45168	48419	49344	92.40305637101972
CPB0284	MH633484.1	45168	48419	49344	92.40305637101972
CPB0284	NC_048042.1	45168	48419	49344	92.40305637101972
CPB0206	MH633484.1	45160	48419	49344	92.38669026114175
CPB0206	NC_048042.1	45160	48419	49344	92.38669026114175
CPB0845	MG428990.1	144243	155015	157281	92.37582293721341
CPB0845	NC_047901.1	144243	155015	157281	92.37582293721341
CPB0230	MT813141.1	37468	40899	40222	92.37558708595802
CPB0274	MT813141.1	37467	40899	40222	92.37312163311596
CPB0892	MZ634341.1	146130	159064	157530	92.313815170218
CPB0175	KU666550.1	40188	43802	43267	92.31299314336906
CPB0175	NC_031246.1	40188	43802	43267	92.31299314336906
CPB0254	CP062992.1	155290	167475	168979	92.30979569272472
CPB0893	MZ634341.1	146117	159064	157530	92.30560275937005
CPB0192	KY389316.1	36613	39172	40163	92.29974160206719
CPB0192	NC_047799.1	36613	39172	40163	92.29974160206719
CPB0198	MN176574.1	37401	40710	40361	92.26727189747258
CPB0662	MG428990.1	145107	157364	157281	92.23537637655134
CPB0662	NC_047901.1	145107	157364	157281	92.23537637655134
CPB0169	MN013081.1	150554	157213	169384	92.19558048604243
CPB0155	OL409034.1	37932	41387	40946	92.1428831695675
CPB0907	KY389315.1	37708	40764	41116	92.10552027357109
CPB0907	NC_047798.1	37708	40764	41116	92.10552027357109
CPB0914	KY389315.1	37707	40764	41116	92.10307767464583
CPB0914	NC_047798.1	37707	40764	41116	92.10307767464583
CPB0189	MZ504995.1	66508	93742	50707	92.08509577774855
CPB0895	MT708547.1	321737	351887	346937	92.07955078818128
CPB0223	OL409034.1	37903	41387	40946	92.07243754023295
CPB0198	MW042804.1	37035	40710	39738	92.07189737470168
CPB0510	MZ602147.1	131741	144189	141994	92.06766299885038
CPB0260	ON148528.1	36235	38789	39935	92.05578984807683
CPB0261	ON148528.1	36235	38789	39935	92.05578984807683
CPB0426	OL539460.1	44570	47738	49111	92.04018626934712
CPB0159	OM938992.1	45306	49525	48957	92.00869194370544
CPB0888	MK618658.1	37395	40692	40599	92.00280473853194
CPB0888	NC_048175.1	37395	40692	40599	92.00280473853194
CPB0871	MZ571832.1	37576	41350	40344	91.99206796092736
CPB0190	AB716666.1	40175	43475	43871	91.99047466398004
CPB0190	NC_025418.1	40175	43475	43871	91.99047466398004
CPB0489	MT708547.1	321145	351630	346937	91.94393665890316
CPB0256	MK618657.1	45185	49504	48790	91.93847030337558
CPB0256	KT001920.1	45156	49504	48754	91.91312666653097
CPB0256	NC_028774.1	45156	49504	48754	91.91312666653097
CPB0227	MT966872.1	36719	40586	39345	91.87674369143386
CPB0657	MT708547.1	320151	349981	346937	91.87623221096312
CPB0671	MG428990.1	144601	157552	157281	91.85885850593807
CPB0671	NC_047901.1	144601	157552	157281	91.85885850593807
CPB0508	MG428990.1	144622	157680	157281	91.83486209403704
CPB0508	NC_047901.1	144622	157680	157281	91.83486209403704
CPB0275	MN106244.1	53591	58912	57805	91.83066734066159
CPB0275	NC_048805.1	53591	58912	57805	91.83066734066159
CPB0845	MN045230.1	143596	155015	157741	91.82621596388239
CPB0845	NC_049462.1	143596	155015	157741	91.82621596388239
CPB0177	MK278861.1	44961	48921	49029	91.80398162327718
CPB0177	NC_048143.1	44961	48921	49029	91.80398162327718
CPB0230	MW042807.1	37175	40899	40090	91.80259047524973
CPB0274	MW042807.1	37175	40899	40090	91.80259047524973
CPB0465	KY385423.1	40268	43643	44094	91.79251627021668
