go_id	category	go_term
GO:0001065	Function	mitochondrial single subunit type RNA polymerase activity
GO:0001068	Function	transcription regulatory region RNA binding
GO:0001069	Function	regulatory region RNA binding
GO:0001072	Function	transcription antitermination factor activity, RNA binding
GO:0001073	Function	transcription antitermination factor activity, DNA binding
GO:0001079	Process	nitrogen catabolite regulation of transcription from RNA polymerase II promoter
GO:0001080	Process	nitrogen catabolite activation of transcription from RNA polymerase II promoter
GO:0001081	Process	nitrogen catabolite repression of transcription from RNA polymerase II promoter
GO:0001085	Function	RNA polymerase II transcription factor binding
GO:0001091	Function	RNA polymerase II basal transcription factor binding
GO:0001092	Function	TFIIA-class transcription factor complex binding
GO:0001093	Function	TFIIB-class transcription factor binding
GO:0001094	Function	TFIID-class transcription factor complex binding
GO:0001095	Function	TFIIE-class transcription factor complex binding
GO:0001096	Function	TFIIF-class transcription factor complex binding
GO:0001097	Function	TFIIH-class transcription factor complex binding
GO:0001099	Function	basal RNA polymerase II transcription machinery binding
GO:0001100	Process	negative regulation of exit from mitosis
GO:0001101	Process	response to acid chemical
GO:0001102	Function	RNA polymerase II activating transcription factor binding
GO:0001103	Function	RNA polymerase II repressing transcription factor binding
GO:0001108	Function	bacterial-type RNA polymerase holo enzyme binding
GO:0001111	Process	promoter clearance from RNA polymerase II promoter
GO:0001112	Process	DNA-templated transcriptional open complex formation
GO:0001113	Process	transcriptional open complex formation at RNA polymerase II promoter
GO:0001121	Process	bacterial transcription
GO:0001123	Process	transcription initiation from bacterial-type RNA polymerase promoter
GO:0001124	Process	transcription elongation from bacterial-type RNA polymerase promoter
GO:0001125	Process	transcription termination from bacterial-type RNA polymerase promoter
GO:0001139	Function	RNA polymerase II complex recruiting activity
GO:0001147	Function	transcription termination site sequence-specific DNA binding
GO:0001155	Function	TFIIIA-class transcription factor binding
GO:0001156	Function	TFIIIC-class transcription factor complex binding
GO:0001160	Function	transcription termination site DNA binding
GO:0001161	Function	intronic transcription regulatory region sequence-specific DNA binding
GO:0001162	Function	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding
GO:0001163	Function	RNA polymerase I regulatory region sequence-specific DNA binding
GO:0001164	Function	RNA polymerase I CORE element sequence-specific DNA binding
GO:0001165	Function	RNA polymerase I upstream control element sequence-specific DNA binding
GO:0001172	Process	transcription, RNA-templated
GO:0001173	Process	DNA-templated transcriptional start site selection
GO:0001174	Process	transcriptional start site selection at RNA polymerase II promoter
GO:0001178	Process	regulation of transcriptional start site selection at RNA polymerase II promoter
GO:0001179	Function	RNA polymerase I transcription factor binding
GO:0001181	Function	RNA polymerase I general transcription initiation factor activity
GO:0001188	Process	RNA polymerase I preinitiation complex assembly
GO:0001193	Process	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter
GO:0001195	Process	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter
GO:0001197	Process	positive regulation of mating-type specific transcription from RNA polymerase II promoter
GO:0001198	Process	negative regulation of mating-type specific transcription from RNA polymerase II promoter
GO:0001207	Process	histone displacement
GO:0001208	Process	histone H2A-H2B dimer displacement
GO:0001216	Function	bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding
GO:0001217	Function	bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding
GO:0001221	Function	transcription cofactor binding
GO:0001222	Function	transcription corepressor binding
GO:0001223	Function	transcription coactivator binding
GO:0001225	Function	RNA polymerase II transcription coactivator binding
GO:0001226	Function	RNA polymerase II transcription corepressor binding
GO:0001227	Function	DNA-binding transcription repressor activity, RNA polymerase II-specific
GO:0001228	Function	DNA-binding transcription activator activity, RNA polymerase II-specific
GO:0001300	Process	chronological cell aging
GO:0001302	Process	replicative cell aging
GO:0001306	Process	age-dependent response to oxidative stress
GO:0001308	Process	negative regulation of chromatin silencing involved in replicative cell aging
GO:0001315	Process	age-dependent response to reactive oxygen species
GO:0001319	Process	inheritance of oxidatively modified proteins involved in replicative cell aging
GO:0001320	Process	age-dependent response to reactive oxygen species involved in chronological cell aging
GO:0001324	Process	age-dependent response to oxidative stress involved in chronological cell aging
GO:0001400	Component	mating projection base
GO:0001401	Component	mitochondrial sorting and assembly machinery complex
GO:0001402	Process	signal transduction involved in filamentous growth
GO:0001403	Process	invasive growth in response to glucose limitation
GO:0001405	Component	PAM complex, Tim23 associated import motor
GO:0001406	Function	glycerophosphodiester transmembrane transporter activity
GO:0001407	Process	glycerophosphodiester transmembrane transport
GO:0001408	Process	guanine nucleotide transport
GO:0001409	Function	guanine nucleotide transmembrane transporter activity
GO:0001410	Process	chlamydospore formation
GO:0001411	Component	hyphal tip
GO:0001501	Process	skeletal system development
GO:0001502	Process	cartilage condensation
GO:0001503	Process	ossification
GO:0001504	Process	neurotransmitter uptake
GO:0001505	Process	regulation of neurotransmitter levels
GO:0001507	Process	acetylcholine catabolic process in synaptic cleft
GO:0001508	Process	action potential
GO:0001510	Process	RNA methylation
GO:0001512	Function	dihydronicotinamide riboside quinone reductase activity
GO:0001514	Process	selenocysteine incorporation
GO:0001515	Function	opioid peptide activity
GO:0001516	Process	prostaglandin biosynthetic process
GO:0001517	Function	N-acetylglucosamine 6-O-sulfotransferase activity
GO:0001518	Component	voltage-gated sodium channel complex
GO:0001519	Process	peptide amidation
GO:0001520	Component	outer dense fiber
GO:0001522	Process	pseudouridine synthesis
GO:0001523	Process	retinoid metabolic process
GO:0001525	Process	angiogenesis
GO:0001527	Component	microfibril
GO:0001530	Function	lipopolysaccharide binding
GO:0001532	Function	interleukin-21 receptor activity
GO:0001533	Component	cornified envelope
GO:0001534	Component	radial spoke
GO:0001535	Component	radial spoke head
GO:0001536	Component	radial spoke stalk
GO:0001537	Function	N-acetylgalactosamine 4-O-sulfotransferase activity
GO:0001539	Process	cilium or flagellum-dependent cell motility
GO:0001540	Function	amyloid-beta binding
GO:0001541	Process	ovarian follicle development
GO:0001542	Process	ovulation from ovarian follicle
GO:0001543	Process	ovarian follicle rupture
GO:0001544	Process	initiation of primordial ovarian follicle growth
GO:0001545	Process	primary ovarian follicle growth
GO:0001546	Process	preantral ovarian follicle growth
GO:0001547	Process	antral ovarian follicle growth
GO:0001550	Process	ovarian cumulus expansion
GO:0001552	Process	ovarian follicle atresia
GO:0001553	Process	luteinization
GO:0001554	Process	luteolysis
GO:0001555	Process	oocyte growth
GO:0001556	Process	oocyte maturation
GO:0001558	Process	regulation of cell growth
GO:0001560	Process	regulation of cell growth by extracellular stimulus
GO:0001561	Process	fatty acid alpha-oxidation
GO:0001562	Process	response to protozoan
GO:0001565	Function	phorbol ester receptor activity
GO:0001566	Function	non-kinase phorbol ester receptor activity
GO:0001567	Function	cholesterol 25-hydroxylase activity
GO:0001568	Process	blood vessel development
GO:0001569	Process	branching involved in blood vessel morphogenesis
GO:0001570	Process	vasculogenesis
GO:0001571	Function	non-tyrosine kinase fibroblast growth factor receptor activity
GO:0001572	Process	lactosylceramide biosynthetic process
GO:0001573	Process	ganglioside metabolic process
GO:0001574	Process	ganglioside biosynthetic process
GO:0001576	Process	globoside biosynthetic process
GO:0001578	Process	microtubule bundle formation
GO:0001579	Process	medium-chain fatty acid transport
GO:0001580	Process	detection of chemical stimulus involved in sensory perception of bitter taste
GO:0001581	Process	detection of chemical stimulus involved in sensory perception of sour taste
GO:0001582	Process	detection of chemical stimulus involved in sensory perception of sweet taste
GO:0001586	Function	Gi/o-coupled serotonin receptor activity
GO:0001587	Function	Gq/11-coupled serotonin receptor activity
GO:0001588	Function	dopamine neurotransmitter receptor activity, coupled via Gs
GO:0001591	Function	dopamine neurotransmitter receptor activity, coupled via Gi/Go
GO:0001594	Function	trace-amine receptor activity
GO:0001595	Function	angiotensin receptor activity
GO:0001596	Function	angiotensin type I receptor activity
GO:0001601	Function	peptide YY receptor activity
GO:0001602	Function	pancreatic polypeptide receptor activity
GO:0001604	Function	urotensin II receptor activity
GO:0001605	Function	adrenomedullin receptor activity
GO:0001607	Function	neuromedin U receptor activity
GO:0001609	Function	G protein-coupled adenosine receptor activity
GO:0001614	Function	purinergic nucleotide receptor activity
GO:0001616	Function	growth hormone secretagogue receptor activity
GO:0001618	Function	virus receptor activity
GO:0001621	Function	ADP receptor activity
GO:0001626	Function	nociceptin receptor activity
GO:0001631	Function	cysteinyl leukotriene receptor activity
GO:0001632	Function	leukotriene B4 receptor activity
GO:0001635	Function	calcitonin gene-related peptide receptor activity
GO:0001637	Function	G protein-coupled chemoattractant receptor activity
GO:0001639	Function	PLC activating G protein-coupled glutamate receptor activity
GO:0001640	Function	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity
GO:0001641	Function	group II metabotropic glutamate receptor activity
GO:0001642	Function	group III metabotropic glutamate receptor activity
GO:0001646	Function	cAMP receptor activity
GO:0001648	Function	proteinase activated receptor activity
GO:0001649	Process	osteoblast differentiation
GO:0001650	Component	fibrillar center
GO:0001651	Component	dense fibrillar component
GO:0001652	Component	granular component
GO:0001653	Function	peptide receptor activity
GO:0001654	Process	eye development
GO:0001655	Process	urogenital system development
GO:0001656	Process	metanephros development
GO:0001657	Process	ureteric bud development
GO:0001658	Process	branching involved in ureteric bud morphogenesis
GO:0001659	Process	temperature homeostasis
GO:0001660	Process	fever generation
GO:0001661	Process	conditioned taste aversion
GO:0001662	Process	behavioral fear response
GO:0001664	Function	G protein-coupled receptor binding
GO:0001665	Function	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity
GO:0001666	Process	response to hypoxia
GO:0001667	Process	ameboidal-type cell migration
GO:0001669	Component	acrosomal vesicle
GO:0001671	Function	ATPase activator activity
GO:0001672	Process	regulation of chromatin assembly or disassembly
GO:0001673	Component	male germ cell nucleus
GO:0001674	Component	female germ cell nucleus
GO:0001675	Process	acrosome assembly
GO:0001676	Process	long-chain fatty acid metabolic process
GO:0001677	Process	formation of translation initiation ternary complex
GO:0001678	Process	cellular glucose homeostasis
GO:0001680	Process	tRNA 3'-terminal CCA addition
GO:0001681	Function	sialate O-acetylesterase activity
GO:0001682	Process	tRNA 5'-leader removal
GO:0001691	Function	pseudophosphatase activity
GO:0001692	Process	histamine metabolic process
GO:0001694	Process	histamine biosynthetic process
GO:0001695	Process	histamine catabolic process
GO:0001696	Process	gastric acid secretion
GO:0001697	Process	histamine-induced gastric acid secretion
GO:0001698	Process	gastrin-induced gastric acid secretion
GO:0001700	Process	embryonic development via the syncytial blastoderm
GO:0001701	Process	in utero embryonic development
GO:0001702	Process	gastrulation with mouth forming second
GO:0001704	Process	formation of primary germ layer
GO:0001705	Process	ectoderm formation
GO:0001706	Process	endoderm formation
GO:0001707	Process	mesoderm formation
GO:0001708	Process	cell fate specification
GO:0001709	Process	cell fate determination
GO:0001710	Process	mesodermal cell fate commitment
GO:0001711	Process	endodermal cell fate commitment
GO:0001712	Process	ectodermal cell fate commitment
GO:0001713	Process	ectodermal cell fate determination
GO:0001714	Process	endodermal cell fate specification
GO:0001715	Process	ectodermal cell fate specification
GO:0001716	Function	L-amino-acid oxidase activity
GO:0001725	Component	stress fiber
GO:0001726	Component	ruffle
GO:0001727	Function	lipid kinase activity
GO:0001729	Function	ceramide kinase activity
GO:0001730	Function	2'-5'-oligoadenylate synthetase activity
GO:0001731	Process	formation of translation preinitiation complex
GO:0001732	Process	formation of cytoplasmic translation initiation complex
GO:0001733	Function	galactosylceramide sulfotransferase activity
