COG	func	name	level_1	level_2
COG2177	D	Cell division protein FtsX	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG5185	D	Protein involved in chromosome segregation, interacts with SMC proteins	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG1792	D	Cell shape-determining protein MreC	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG4942	D	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG2719	D	Stage V sporulation protein SpoVR/YcgB, involved in spore cortex formation (function unknown)	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG2088	D	DNA-binding protein SpoVG, cell septation regulator	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG2919	D	Cell division protein FtsB	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3147	D	Cell division protein DedD (periplasmic protein involved in septation)	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG2884	D	ABC-type ATPase involved in cell division	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG4641	D	Spore maturation protein CgeB	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG5401	D	Spore germination protein GerM	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3116	D	Cell division protein FtsL, interacts with FtsB, FtsL and FtsQ	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3115	D	Cell division protein ZipA, interacts with FtsZ	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG4839	D	Cell division protein FtsL	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG1589	D	Cell division septal protein FtsQ	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG5279	D	Cytokinesis protein 3, contains TGc (transglutaminase/protease-like) domain	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3827	D	Cell pole-organizing protein PopZ	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG5244	D	Dynactin complex subunit involved in mitotic spindle partitioning in anaphase B	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG0218	D	GTP-binding protein EngB required for normal cell division	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG1799	D	FtsZ-interacting cell division protein YlmF	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG0489	D	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG1196	D	Chromosome segregation ATPase	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG1475	D	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3854	D	Stage III sporulation protein SpoIIIAA	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG1300	D	Uncharacterized membrane protein SpoIIM, required for sporulation	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3027	D	Cell division protein ZapA, inhibits GTPase activity of FtsZ	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3266	D	Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3858	D	Spore germination protein YaaH	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG2848	D	Uncharacterized conserved protein, UPF0210 family	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG4582	D	Cell division protein ZapD, interacts with FtsZ	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG4477	D	Septation ring formation regulator EzrA	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3599	D	Cell division septum initiation DivIVA, interacts with FtsZ, MinD and other proteins	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG3095	D	Chromosome condensin MukBEF, MukE localization factor	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG2894	D	Septum formation inhibitor-activating ATPase MinD	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG1559	D	Cell division protein YceG, involved in septum cleavage	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning
COG0536	DL	GTPase involved in cell partioning and DNA repair	NA	NA
COG0768	DM	Cell division protein FtsI/penicillin-binding protein 2	NA	NA
COG3773	DM	Cell wall hydrolase CwlJ, involved in spore germination	NA	NA
COG0455	DN	MinD-like ATPase involved in chromosome partitioning or flagellar assembly	NA	NA
COG0239	DP	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	NA	NA
COG2132	DPM	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	NA	NA
COG5184	DZ	Alpha-tubulin suppressor and related RCC1 domain-containing proteins	NA	NA
COG5019	DZ	Septin family protein	NA	NA
COG3844	E	Kynureninase	METABOLISM	Amino acid transport and metabolism 
COG4413	E	Urea transporter	METABOLISM	Amino acid transport and metabolism 
COG3138	E	Arginine/ornithine N-succinyltransferase beta subunit	METABOLISM	Amino acid transport and metabolism 
COG0754	E	Glutathionylspermidine synthase	METABOLISM	Amino acid transport and metabolism 
COG0010	E	Arginase family enzyme	METABOLISM	Amino acid transport and metabolism 
COG3340	E	Peptidase E	METABOLISM	Amino acid transport and metabolism 
COG0077	E	Prephenate dehydratase	METABOLISM	Amino acid transport and metabolism 
COG2113	E	ABC-type proline/glycine betaine transport system, periplasmic component	METABOLISM	Amino acid transport and metabolism 
COG0703	E	Shikimate kinase	METABOLISM	Amino acid transport and metabolism 
COG2939	E	Carboxypeptidase C (cathepsin A)	METABOLISM	Amino acid transport and metabolism 
COG4766	E	Ethanolamine utilization protein EutQ, cupin superfamily (function unknown)	METABOLISM	Amino acid transport and metabolism 
COG0133	E	Tryptophan synthase beta chain	METABOLISM	Amino acid transport and metabolism 
COG5006	E	Threonine/homoserine efflux transporter RhtA	METABOLISM	Amino acid transport and metabolism 
COG3616	E	D-serine deaminase, pyridoxal phosphate-dependent	METABOLISM	Amino acid transport and metabolism 
COG0421	E	Spermidine synthase	METABOLISM	Amino acid transport and metabolism 
COG4302	E	Ethanolamine ammonia-lyase, small subunit	METABOLISM	Amino acid transport and metabolism 
COG0548	E	Acetylglutamate kinase	METABOLISM	Amino acid transport and metabolism 
COG3104	E	Dipeptide/tripeptide permease	METABOLISM	Amino acid transport and metabolism 
COG1897	E	Homoserine trans-succinylase	METABOLISM	Amino acid transport and metabolism 
COG0006	E	Xaa-Pro aminopeptidase	METABOLISM	Amino acid transport and metabolism 
COG0404	E	Glycine cleavage system T protein (aminomethyltransferase)	METABOLISM	Amino acid transport and metabolism 
COG0106	E	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	METABOLISM	Amino acid transport and metabolism 
COG3192	E	Ethanolamine transporter EutH, required for ethanolamine utilization at low pH	METABOLISM	Amino acid transport and metabolism 
COG0160	E	4-aminobutyrate aminotransferase or related aminotransferase	METABOLISM	Amino acid transport and metabolism 
COG0527	E	Aspartokinase	METABOLISM	Amino acid transport and metabolism 
COG2502	E	Asparagine synthetase A	METABOLISM	Amino acid transport and metabolism 
COG1823	E	L-cystine uptake protein TcyP, sodium:dicarboxylate symporter family	METABOLISM	Amino acid transport and metabolism 
COG3404	E	Formiminotetrahydrofolate cyclodeaminase	METABOLISM	Amino acid transport and metabolism 
COG3842	E	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components	METABOLISM	Amino acid transport and metabolism 
COG0002	E	N-acetyl-gamma-glutamylphosphate reductase	METABOLISM	Amino acid transport and metabolism 
COG0031	E	Cysteine synthase	METABOLISM	Amino acid transport and metabolism 
COG2235	E	Arginine deiminase	METABOLISM	Amino acid transport and metabolism 
COG2876	E	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	METABOLISM	Amino acid transport and metabolism 
COG1791	E	Acireductone dioxygenase (methionine salvage), cupin superfamily	METABOLISM	Amino acid transport and metabolism 
COG0403	E	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	METABOLISM	Amino acid transport and metabolism 
COG4166	E	ABC-type oligopeptide transport system, periplasmic component	METABOLISM	Amino acid transport and metabolism 
COG0665	E	Glycine/D-amino acid oxidase (deaminating)	METABOLISM	Amino acid transport and metabolism 
COG0747	E	ABC-type transport system, periplasmic component	METABOLISM	Amino acid transport and metabolism 
COG2515	E	1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family	METABOLISM	Amino acid transport and metabolism 
COG1506	E	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	METABOLISM	Amino acid transport and metabolism 
COG4311	E	Sarcosine oxidase delta subunit	METABOLISM	Amino acid transport and metabolism 
COG0831	E	Urease gamma subunit	METABOLISM	Amino acid transport and metabolism 
COG0139	E	Phosphoribosyl-AMP cyclohydrolase	METABOLISM	Amino acid transport and metabolism 
COG0410	E	ABC-type branched-chain amino acid transport system, ATPase component	METABOLISM	Amino acid transport and metabolism 
COG0547	E	Anthranilate phosphoribosyltransferase	METABOLISM	Amino acid transport and metabolism 
COG1760	E	L-serine deaminase	METABOLISM	Amino acid transport and metabolism 
COG2021	E	Homoserine acetyltransferase	METABOLISM	Amino acid transport and metabolism 
COG4187	E	Arginine utilization protein RocB	METABOLISM	Amino acid transport and metabolism 
COG0498	E	Threonine synthase	METABOLISM	Amino acid transport and metabolism 
COG1685	E	Archaeal shikimate kinase	METABOLISM	Amino acid transport and metabolism 
COG2981	E	Uncharacterized protein involved in cysteine biosynthesis	METABOLISM	Amino acid transport and metabolism 
COG4812	E	Ethanolamine utilization cobalamin adenosyltransferase	METABOLISM	Amino acid transport and metabolism 
COG2986	E	Histidine ammonia-lyase	METABOLISM	Amino acid transport and metabolism 
COG0069	E	Glutamate synthase domain 2	METABOLISM	Amino acid transport and metabolism 
COG1279	E	Arginine exporter protein ArgO	METABOLISM	Amino acid transport and metabolism 
COG3741	E	N-formylglutamate amidohydrolase	METABOLISM	Amino acid transport and metabolism 
COG0260	E	Leucyl aminopeptidase	METABOLISM	Amino acid transport and metabolism 
COG1114	E	Branched-chain amino acid permeases	METABOLISM	Amino acid transport and metabolism 
COG2716	E	Glycine cleavage system regulatory protein	METABOLISM	Amino acid transport and metabolism 
COG3633	E	Na+/serine symporter	METABOLISM	Amino acid transport and metabolism 
COG1586	E	S-adenosylmethionine decarboxylase or arginine decarboxylase	METABOLISM	Amino acid transport and metabolism 
COG0440	E	Acetolactate synthase, small subunit	METABOLISM	Amino acid transport and metabolism 
COG0686	E	Alanine dehydrogenase	METABOLISM	Amino acid transport and metabolism 
COG0159	E	Tryptophan synthase alpha chain	METABOLISM	Amino acid transport and metabolism 
COG0078	E	Ornithine carbamoyltransferase	METABOLISM	Amino acid transport and metabolism 
COG0079	E	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	METABOLISM	Amino acid transport and metabolism 
COG0119	E	Isopropylmalate/homocitrate/citramalate synthases	METABOLISM	Amino acid transport and metabolism 
COG2957	E	Agmatine/peptidylarginine deiminase	METABOLISM	Amino acid transport and metabolism 
COG1125	E	ABC-type proline/glycine betaine transport system, ATPase component	METABOLISM	Amino acid transport and metabolism 
COG3968	E	Glutamine synthetase type III	METABOLISM	Amino acid transport and metabolism 
COG1296	E	Predicted branched-chain amino acid permease (azaleucine resistance)	METABOLISM	Amino acid transport and metabolism 
COG4608	E	ABC-type oligopeptide transport system, ATPase component	METABOLISM	Amino acid transport and metabolism 
COG0411	E	ABC-type branched-chain amino acid transport system, ATPase component	METABOLISM	Amino acid transport and metabolism 
COG4820	E	Ethanolamine utilization protein EutJ, possible chaperonin	METABOLISM	Amino acid transport and metabolism 
COG0128	E	5-enolpyruvylshikimate-3-phosphate synthase	METABOLISM	Amino acid transport and metabolism 
COG0169	E	Shikimate 5-dehydrogenase	METABOLISM	Amino acid transport and metabolism 
COG0786	E	Na+/glutamate symporter	METABOLISM	Amino acid transport and metabolism 
COG2309	E	Leucyl aminopeptidase (aminopeptidase T)	METABOLISM	Amino acid transport and metabolism 
COG0334	E	Glutamate dehydrogenase/leucine dehydrogenase	METABOLISM	Amino acid transport and metabolism 
COG4126	E	Asp/Glu/hydantoin racemase	METABOLISM	Amino acid transport and metabolism 
COG1509	E	L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)	METABOLISM	Amino acid transport and metabolism 
COG0135	E	Phosphoribosylanthranilate isomerase	METABOLISM	Amino acid transport and metabolism 
COG0710	E	3-dehydroquinate dehydratase	METABOLISM	Amino acid transport and metabolism 
COG0833	E	Amino acid permease	METABOLISM	Amino acid transport and metabolism 
COG2423	E	Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family	METABOLISM	Amino acid transport and metabolism 
COG2317	E	Zn-dependent carboxypeptidase, M32 family	METABOLISM	Amino acid transport and metabolism 
COG1748	E	Saccharopine dehydrogenase, NADP-dependent	METABOLISM	Amino acid transport and metabolism 
COG2008	E	Threonine aldolase	METABOLISM	Amino acid transport and metabolism 
COG0591	E	Na+/proline symporter	METABOLISM	Amino acid transport and metabolism 
COG2011	E	ABC-type methionine transport system, permease component	METABOLISM	Amino acid transport and metabolism 
COG0345	E	Pyrroline-5-carboxylate reductase	METABOLISM	Amino acid transport and metabolism 
COG1231	E	Monoamine oxidase	METABOLISM	Amino acid transport and metabolism 
COG4392	E	Branched-chain amino acid transport protein	METABOLISM	Amino acid transport and metabolism 
COG2056	E	Predicted histidine transporter YuiF, NhaC family	METABOLISM	Amino acid transport and metabolism 
COG0067	E	Glutamate synthase domain 1	METABOLISM	Amino acid transport and metabolism 
COG0070	E	Glutamate synthase domain 3	METABOLISM	Amino acid transport and metabolism 
COG0765	E	ABC-type amino acid transport system, permease component	METABOLISM	Amino acid transport and metabolism 
